Датум,Цена,Макс,Мин,Просечна цена,% Промена,Количина,Вкупен промет
08.6.2020,"16.000,00",,,"16.000,00","0,00",0,0
04.6.2020,"16.000,00",,,"16.000,00","0,00",0,0
03.6.2020,"16.000,00",,,"16.000,00","0,00",0,0
02.6.2020,"16.000,00",,,"16.000,00","0,00",0,0
01.6.2020,"16.000,00",,,"16.000,00","0,00",0,0
29.5.2020,"16.000,00",,,"16.000,00","0,00",0,0
28.5.2020,"16.000,00","16.000,00","16.000,00","16.000,00","0,00",40,640.000
27.5.2020,"16.000,00",,,"16.000,00","0,00",0,0
26.5.2020,"16.000,00",,,"16.000,00","0,00",0,0
22.5.2020,"16.000,00",,,"16.000,00","0,00",0,0
21.5.2020,"16.000,00",,,"16.000,00","0,00",0,0
20.5.2020,"16.000,00",,,"16.000,00","0,00",0,0
19.5.2020,"16.000,00",,,"16.000,00","0,00",0,0
18.5.2020,"16.000,00",,,"16.000,00","0,00",0,0
15.5.2020,"16.000,00",,,"16.000,00","0,00",0,0
14.5.2020,"16.000,00",,,"16.000,00","0,00",0,0
13.5.2020,"16.000,00",,,"16.000,00","0,00",0,0
12.5.2020,"16.000,00",,,"16.000,00","0,00",0,0
11.5.2020,"16.000,00","16.000,00","16.000,00","16.000,00","0,00",2,32.000
08.5.2020,"16.000,00","16.000,00","16.000,00","16.000,00","0,00",16,256.000
07.5.2020,"16.000,00",,,"16.000,00","0,00",0,0
06.5.2020,"16.000,00",,,"16.000,00","0,00",0,0
05.5.2020,"16.000,00",,,"16.000,00","0,00",0,0
04.5.2020,"16.000,00",,,"16.000,00","0,00",0,0
30.4.2020,"16.000,00",,,"16.000,00","0,00",0,0
29.4.2020,"16.000,00",,,"16.000,00","0,00",0,0
28.4.2020,"16.000,00",,,"16.000,00","0,00",0,0
27.4.2020,"16.000,00",,,"16.000,00","0,00",0,0
24.4.2020,"16.000,00",,,"16.000,00","0,00",0,0
23.4.2020,"16.000,00",,,"16.000,00","0,00",0,0
22.4.2020,"16.000,00",,,"16.000,00","0,00",0,0
21.4.2020,"16.000,00",,,"16.000,00","0,00",0,0
16.4.2020,"16.000,00",,,"16.000,00","0,00",0,0
15.4.2020,"16.000,00",,,"16.000,00","0,00",0,0
14.4.2020,"16.000,00",,,"16.000,00","0,00",0,0
13.4.2020,"16.000,00",,,"16.000,00","0,00",0,0
10.4.2020,"16.000,00",,,"16.000,00","0,00",0,0
09.4.2020,"16.000,00",,,"16.000,00","0,00",0,0
08.4.2020,"16.000,00",,,"16.000,00","0,00",0,0
07.4.2020,"16.000,00",,,"16.000,00","0,00",0,0
06.4.2020,"16.000,00",,,"16.000,00","0,00",0,0
03.4.2020,"16.000,00",,,"16.000,00","0,00",0,0
02.4.2020,"16.000,00",,,"16.000,00","0,00",0,0
01.4.2020,"16.000,00","16.000,00","16.000,00","16.000,00","0,95",5,80.000
31.3.2020,"15.850,00",,,"15.850,00","0,00",0,0
30.3.2020,"15.850,00",,,"15.850,00","0,00",0,0
27.3.2020,"15.850,00",,,"15.850,00","0,00",0,0
26.3.2020,"15.850,00",,,"15.850,00","0,00",0,0
25.3.2020,"15.850,00",,,"15.850,00","0,00",0,0
24.3.2020,"15.850,00",,,"15.850,00","0,00",0,0
23.3.2020,"15.850,00",,,"15.850,00","0,00",0,0
20.3.2020,"15.850,00",,,"15.850,00","0,00",0,0
19.3.2020,"15.850,00",,,"15.850,00","0,00",0,0
18.3.2020,"15.850,00",,,"15.850,00","0,00",0,0
17.3.2020,"15.850,00",,,"15.850,00","0,00",0,0
16.3.2020,"15.850,00",,,"15.850,00","0,00",0,0
13.3.2020,"15.850,00",,,"15.850,00","0,00",0,0
12.3.2020,"15.850,00",,,"15.850,00","0,00",0,0
11.3.2020,"15.850,00",,,"15.850,00","0,00",0,0
10.3.2020,"15.850,00",,,"15.850,00","0,00",0,0
09.3.2020,"15.850,00",,,"15.850,00","0,00",0,0
06.3.2020,"15.850,00",,,"15.850,00","0,00",0,0
05.3.2020,"15.850,00",,,"15.850,00","0,00",0,0
04.3.2020,"15.850,00",,,"15.850,00","0,00",0,0
03.3.2020,"15.850,00",,,"15.850,00","0,00",0,0
02.3.2020,"15.850,00",,,"15.850,00","0,00",0,0
28.2.2020,"15.850,00",,,"15.850,00","0,00",0,0
27.2.2020,"15.850,00","15.850,00","15.850,00","15.850,00","-1,55",80,1.268.000
26.2.2020,"16.100,00",,,"16.100,00","0,00",0,0
25.2.2020,"16.100,00",,,"16.100,00","0,00",0,0
24.2.2020,"16.100,00","16.100,00","16.100,00","16.100,00","-2,42",15,241.500
21.2.2020,"16.500,00",,,"16.500,00","0,00",0,0
20.2.2020,"16.500,00",,,"16.500,00","0,00",0,0
19.2.2020,"16.500,00",,,"16.500,00","0,00",0,0
18.2.2020,"16.500,00",,,"16.500,00","0,00",0,0
17.2.2020,"16.500,00",,,"16.500,00","0,00",0,0
14.2.2020,"16.500,00",,,"16.500,00","0,00",0,0
13.2.2020,"16.500,00",,,"16.500,00","0,00",0,0
12.2.2020,"16.500,00",,,"16.500,00","0,00",0,0
11.2.2020,"16.500,00",,,"16.500,00","0,00",0,0
10.2.2020,"16.500,00",,,"16.500,00","0,00",0,0
07.2.2020,"16.500,00",,,"16.500,00","0,00",0,0
06.2.2020,"16.500,00",,,"16.500,00","0,00",0,0
05.2.2020,"16.500,00",,,"16.500,00","0,00",0,0
04.2.2020,"16.500,00",,,"16.500,00","0,00",0,0
03.2.2020,"16.500,00","16.500,00","16.500,00","16.500,00","-2,94",5,82.500
31.1.2020,"17.000,00",,,"17.000,00","0,00",0,0
30.1.2020,"17.000,00",,,"17.000,00","0,00",0,0
29.1.2020,"17.000,00",,,"17.000,00","0,00",0,0
28.1.2020,"17.000,00",,,"17.000,00","0,00",0,0
27.1.2020,"17.000,00",,,"17.000,00","0,00",0,0
24.1.2020,"17.000,00",,,"17.000,00","0,00",0,0
23.1.2020,"17.000,00",,,"17.000,00","0,00",0,0
22.1.2020,"17.000,00",,,"17.000,00","0,00",0,0
21.1.2020,"17.000,00",,,"17.000,00","0,00",0,0
20.1.2020,"17.000,00",,,"17.000,00","0,00",0,0
18.1.2022,"12.000,00",,,"12.000,00","0,00",0,0
17.1.2022,"12.000,00",,,"12.000,00","0,00",0,0
14.1.2022,"12.000,00",,,"12.000,00","0,00",0,0
13.1.2022,"12.000,00",,,"12.000,00","0,00",0,0
12.1.2022,"12.000,00","12.000,00","12.000,00","12.000,00","0,00",7,84.000
11.1.2022,"12.000,00",,,"12.000,00","0,00",0,0
10.1.2022,"12.000,00",,,"12.000,00","0,00",0,0
05.1.2022,"12.000,00",,,"12.000,00","0,00",0,0
04.1.2022,"12.000,00",,,"12.000,00","0,00",0,0
03.1.2022,"12.000,00",,,"12.000,00","0,00",0,0
30.12.2021,"12.000,00",,,"12.000,00","0,00",0,0
29.12.2021,"12.000,00",,,"12.000,00","0,00",0,0
28.12.2021,"12.000,00",,,"12.000,00","0,00",0,0
27.12.2021,"12.000,00",,,"12.000,00","0,00",0,0
24.12.2021,"12.000,00",,,"12.000,00","0,00",0,0
23.12.2021,"12.000,00",,,"12.000,00","0,00",0,0
22.12.2021,"12.000,00",,,"12.000,00","0,00",0,0
21.12.2021,"12.000,00",,,"12.000,00","0,00",0,0
20.12.2021,"12.000,00",,,"12.000,00","0,00",0,0
17.12.2021,"12.000,00",,,"12.000,00","0,00",0,0
16.12.2021,"12.000,00","12.000,00","12.000,00","12.000,00","0,00",94,1.128.000
15.12.2021,"12.000,00","12.000,00","12.000,00","12.000,00","-7,69",1,12.000
14.12.2021,"13.000,00",,,"13.000,00","0,00",0,0
13.12.2021,"13.000,00",,,"13.000,00","0,00",0,0
10.12.2021,"13.000,00",,,"13.000,00","0,00",0,0
09.12.2021,"13.000,00",,,"13.000,00","0,00",0,0
07.12.2021,"13.000,00",,,"13.000,00","0,00",0,0
06.12.2021,"13.000,00",,,"13.000,00","0,00",0,0
03.12.2021,"13.000,00",,,"13.000,00","0,00",0,0
02.12.2021,"13.000,00",,,"13.000,00","0,00",0,0
01.12.2021,"13.000,00",,,"13.000,00","0,00",0,0
30.11.2021,"13.000,00","13.000,00","13.000,00","13.000,00","0,00",2,26.000
29.11.2021,"13.000,00",,,"13.000,00","0,00",0,0
26.11.2021,"13.000,00",,,"13.000,00","0,00",0,0
25.11.2021,"13.000,00",,,"13.000,00","0,00",0,0
24.11.2021,"13.000,00",,,"13.000,00","0,00",0,0
23.11.2021,"13.000,00",,,"13.000,00","0,00",0,0
22.11.2021,"13.000,00",,,"13.000,00","0,00",0,0
19.11.2021,"13.000,00",,,"13.000,00","0,00",0,0
18.11.2021,"13.000,00",,,"13.000,00","0,00",0,0
17.11.2021,"13.000,00",,,"13.000,00","0,00",0,0
16.11.2021,"13.000,00",,,"13.000,00","0,00",0,0
15.11.2021,"13.000,00","13.000,00","13.000,00","13.000,00","0,00",10,130.000
12.11.2021,"13.000,00",,,"13.000,00","0,00",0,0
11.11.2021,"13.000,00",,,"13.000,00","0,00",0,0
10.11.2021,"13.000,00",,,"13.000,00","0,00",0,0
09.11.2021,"13.000,00",,,"13.000,00","0,00",0,0
08.11.2021,"13.000,00",,,"13.000,00","0,00",0,0
05.11.2021,"13.000,00",,,"13.000,00","0,00",0,0
04.11.2021,"13.000,00",,,"13.000,00","0,00",0,0
03.11.2021,"13.000,00",,,"13.000,00","0,00",0,0
02.11.2021,"13.000,00",,,"13.000,00","0,00",0,0
01.11.2021,"13.000,00",,,"13.000,00","0,00",0,0
29.10.2021,"13.000,00",,,"13.000,00","0,00",0,0
28.10.2021,"13.000,00","13.000,00","13.000,00","13.000,00","0,00",3,39.000
27.10.2021,"13.000,00","13.000,00","13.000,00","13.000,00","0,00",100,1.300.000
26.10.2021,"13.000,00",,,"13.000,00","0,00",0,0
25.10.2021,"13.000,00",,,"13.000,00","0,00",0,0
22.10.2021,"13.000,00",,,"13.000,00","0,00",0,0
21.10.2021,"13.000,00",,,"13.000,00","0,00",0,0
20.10.2021,"13.000,00",,,"13.000,00","0,00",0,0
19.10.2021,"13.000,00",,,"13.000,00","0,00",0,0
18.10.2021,"13.000,00",,,"13.000,00","0,00",0,0
15.10.2021,"13.000,00",,,"13.000,00","0,00",0,0
14.10.2021,"13.000,00",,,"13.000,00","0,00",0,0
13.10.2021,"13.000,00",,,"13.000,00","0,00",0,0
12.10.2021,"13.000,00",,,"13.000,00","0,00",0,0
08.10.2021,"13.000,00",,,"13.000,00","0,00",0,0
07.10.2021,"13.000,00",,,"13.000,00","0,00",0,0
06.10.2021,"13.000,00",,,"13.000,00","0,00",0,0
05.10.2021,"13.000,00",,,"13.000,00","0,00",0,0
04.10.2021,"13.000,00",,,"13.000,00","0,00",0,0
01.10.2021,"13.000,00",,,"13.000,00","0,00",0,0
30.9.2021,"13.000,00",,,"13.000,00","0,00",0,0
29.9.2021,"13.000,00",,,"13.000,00","0,00",0,0
28.9.2021,"13.000,00",,,"13.000,00","0,00",0,0
27.9.2021,"13.000,00",,,"13.000,00","0,00",0,0
24.9.2021,"13.000,00","13.000,00","13.000,00","13.000,00","0,00",2,26.000
23.9.2021,"13.000,00",,,"13.000,00","0,00",0,0
22.9.2021,"13.000,00",,,"13.000,00","0,00",0,0
21.9.2021,"13.000,00",,,"13.000,00","0,00",0,0
20.9.2021,"13.000,00",,,"13.000,00","0,00",0,0
17.9.2021,"13.000,00",,,"13.000,00","0,00",0,0
16.9.2021,"13.000,00",,,"13.000,00","0,00",0,0
15.9.2021,"13.000,00",,,"13.000,00","0,00",0,0
14.9.2021,"13.000,00",,,"13.000,00","0,00",0,0
13.9.2021,"13.000,00",,,"13.000,00","0,00",0,0
10.9.2021,"13.000,00",,,"13.000,00","0,00",0,0
09.9.2021,"13.000,00","13.000,00","13.000,00","13.000,00","0,00",2,26.000
07.9.2021,"13.000,00",,,"13.000,00","0,00",0,0
06.9.2021,"13.000,00",,,"13.000,00","0,00",0,0
03.9.2021,"13.000,00",,,"13.000,00","0,00",0,0
02.9.2021,"13.000,00",,,"13.000,00","0,00",0,0
01.9.2021,"13.000,00",,,"13.000,00","0,00",0,0
31.8.2021,"13.000,00",,,"13.000,00","0,00",0,0
30.8.2021,"13.000,00",,,"13.000,00","0,00",0,0
27.8.2021,"13.000,00",,,"13.000,00","0,00",0,0
26.8.2021,"13.000,00",,,"13.000,00","0,00",0,0
25.8.2021,"13.000,00",,,"13.000,00","0,00",0,0
24.8.2021,"13.000,00",,,"13.000,00","0,00",0,0
23.8.2021,"13.000,00",,,"13.000,00","0,00",0,0
20.8.2021,"13.000,00","13.000,00","13.000,00","13.000,00","0,00",30,390.000
19.8.2021,"13.000,00",,,"13.000,00","0,00",0,0
18.8.2021,"13.000,00",,,"13.000,00","0,00",0,0
17.8.2021,"13.000,00",,,"13.000,00","0,00",0,0
16.8.2021,"13.000,00",,,"13.000,00","0,00",0,0
13.8.2021,"13.000,00",,,"13.000,00","0,00",0,0
12.8.2021,"13.000,00",,,"13.000,00","0,00",0,0
11.8.2021,"13.000,00",,,"13.000,00","0,00",0,0
10.8.2021,"13.000,00",,,"13.000,00","0,00",0,0
09.8.2021,"13.000,00",,,"13.000,00","0,00",0,0
06.8.2021,"13.000,00",,,"13.000,00","0,00",0,0
05.8.2021,"13.000,00",,,"13.000,00","0,00",0,0
04.8.2021,"13.000,00",,,"13.000,00","0,00",0,0
03.8.2021,"13.000,00",,,"13.000,00","0,00",0,0
30.7.2021,"13.000,00",,,"13.000,00","0,00",0,0
29.7.2021,"13.000,00",,,"13.000,00","0,00",0,0
28.7.2021,"13.000,00",,,"13.000,00","0,00",0,0
27.7.2021,"13.000,00",,,"13.000,00","0,00",0,0
26.7.2021,"13.000,00",,,"13.000,00","0,00",0,0
23.7.2021,"13.000,00",,,"13.000,00","0,00",0,0
22.7.2021,"13.000,00",,,"13.000,00","0,00",0,0
21.7.2021,"13.000,00","13.000,00","13.000,00","13.000,00","0,00",5,65.000
20.7.2021,"13.000,00",,,"13.000,00","0,00",0,0
19.7.2021,"13.000,00",,,"13.000,00","0,00",0,0
16.7.2021,"13.000,00",,,"13.000,00","0,00",0,0
15.7.2021,"13.000,00",,,"13.000,00","0,00",0,0
14.7.2021,"13.000,00",,,"13.000,00","0,00",0,0
13.7.2021,"13.000,00","13.000,00","13.000,00","13.000,00","0,00",3,39.000
12.7.2021,"13.000,00","13.000,00","13.000,00","13.000,00","0,00",36,468.000
09.7.2021,"13.000,00",,,"13.000,00","0,00",0,0
08.7.2021,"13.000,00",,,"13.000,00","0,00",0,0
07.7.2021,"13.000,00","13.000,00","13.000,00","13.000,00","0,00",2,26.000
06.7.2021,"13.000,00",,,"13.000,00","0,00",0,0
05.7.2021,"13.000,00",,,"13.000,00","0,00",0,0
02.7.2021,"13.000,00",,,"13.000,00","0,00",0,0
01.7.2021,"13.000,00",,,"13.000,00","0,00",0,0
30.6.2021,"13.000,00",,,"13.000,00","0,00",0,0
29.6.2021,"13.000,00",,,"13.000,00","0,00",0,0
28.6.2021,"13.000,00",,,"13.000,00","0,00",0,0
25.6.2021,"13.000,00",,,"13.000,00","0,00",0,0
24.6.2021,"13.000,00",,,"13.000,00","0,00",0,0
23.6.2021,"13.000,00","13.000,00","13.000,00","13.000,00","0,00",39,507.000
22.6.2021,"13.000,00",,,"13.000,00","0,00",0,0
21.6.2021,"13.000,00",,,"13.000,00","0,00",0,0
17.6.2021,"13.000,00",,,"13.000,00","0,00",0,0
16.6.2021,"13.000,00",,,"13.000,00","0,00",0,0
15.6.2021,"13.000,00","13.000,00","13.000,00","13.000,00","0,00",4,52.000
14.6.2021,"13.000,00",,,"13.000,00","0,00",0,0
11.6.2021,"13.000,00",,,"13.000,00","0,00",0,0
10.6.2021,"13.000,00",,,"13.000,00","0,00",0,0
09.6.2021,"13.000,00",,,"13.000,00","0,00",0,0
08.6.2021,"13.000,00",,,"13.000,00","0,00",0,0
07.6.2021,"13.000,00",,,"13.000,00","0,00",0,0
04.6.2021,"13.000,00",,,"13.000,00","0,00",0,0
03.6.2021,"13.000,00","13.000,00","13.000,00","13.000,00","0,00",1,13.000
02.6.2021,"13.000,00",,,"13.000,00","0,00",0,0
01.6.2021,"13.000,00",,,"13.000,00","0,00",0,0
31.5.2021,"13.000,00",,,"13.000,00","0,00",0,0
28.5.2021,"13.000,00",,,"13.000,00","0,00",0,0
27.5.2021,"13.000,00",,,"13.000,00","0,00",0,0
26.5.2021,"13.000,00",,,"13.000,00","0,00",0,0
25.5.2021,"13.000,00",,,"13.000,00","0,00",0,0
21.5.2021,"13.000,00",,,"13.000,00","0,00",0,0
20.5.2021,"13.000,00",,,"13.000,00","0,00",0,0
19.5.2021,"13.000,00",,,"13.000,00","0,00",0,0
18.5.2021,"13.000,00",,,"13.000,00","0,00",0,0
17.5.2021,"13.000,00",,,"13.000,00","0,00",0,0
14.5.2021,"13.000,00",,,"13.000,00","0,00",0,0
12.5.2021,"13.000,00",,,"13.000,00","0,00",0,0
11.5.2021,"13.000,00",,,"13.000,00","0,00",0,0
10.5.2021,"13.000,00",,,"13.000,00","0,00",0,0
07.5.2021,"13.000,00",,,"13.000,00","0,00",0,0
06.5.2021,"13.000,00","13.000,00","13.000,00","13.000,00","0,00",85,1.105.000
05.5.2021,"13.000,00",,,"13.000,00","0,00",0,0
04.5.2021,"13.000,00",,,"13.000,00","0,00",0,0
29.4.2021,"13.000,00",,,"13.000,00","0,00",0,0
28.4.2021,"13.000,00",,,"13.000,00","0,00",0,0
27.4.2021,"13.000,00","13.000,00","13.000,00","13.000,00","0,00",5,65.000
26.4.2021,"13.000,00",,,"13.000,00","0,00",0,0
23.4.2021,"13.000,00",,,"13.000,00","0,00",0,0
22.4.2021,"13.000,00",,,"13.000,00","0,00",0,0
21.4.2021,"13.000,00",,,"13.000,00","0,00",0,0
20.4.2021,"13.000,00",,,"13.000,00","0,00",0,0
19.4.2021,"13.000,00",,,"13.000,00","0,00",0,0
16.4.2021,"13.000,00",,,"13.000,00","0,00",0,0
15.4.2021,"13.000,00",,,"13.000,00","0,00",0,0
14.4.2021,"13.000,00",,,"13.000,00","0,00",0,0
13.4.2021,"13.000,00",,,"13.000,00","0,00",0,0
